text_original,text_processed,true_label,predicted,true_sentiment,predicted_sentiment
"Oh aye..he rocks, shes **","Oh aye..he rocks, shes **",2,1,positive,neutral
"ah it getting there still a fair bit to go, but it`s coming together fairly well! aw where are you from?","ah it getting there still a fair bit to go, but it`s coming together fairly well! aw where are you from?",2,0,positive,negative
Slipped up and caught the flu feeling like poop!,Slipped up and caught the flu feeling like poop!,0,1,negative,neutral
at YVR.. Fog delay is in SFO so we can`t leave yet,at YVR.. Fog delay is in SFO so we can`t leave yet,1,0,neutral,negative
Travel blog up and running! URL Can`t wait to start filling it up with entries! ),Travel blog up and running! URL Can`t wait to start filling it up with entries! ),2,1,positive,neutral
Chemistry is not NOT_fun..,Chemistry is not NOT_fun..,0,1,negative,neutral
wow great promo for orbicule. is there an english translation somewhere? my Norwegian isn`t that good,wow great promo for orbicule. is there an english translation somewhere? my Norwegian isn`t that good,1,2,neutral,positive
_AnGeL84 Awww i hope you feel better love...this weather is crazy...,_AnGeL84 Awww i hope you feel better love...this weather is crazy...,1,2,neutral,positive
Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,0,1,negative,neutral
"No! I would like this! Yesterday, I talked with Alyso Stoner xD And Benton sent me a private messae and coment me here!","No! I would like this! Yesterday, I talked with Alyso Stoner xD And Benton sent me a private messae and coment me here!",2,1,positive,neutral
not NOT_letting NOT_anyone NOT_get NOT_me NOT_down NOT_tired NOT_of NOT_taking NOT_on NOT_other NOT_people`s NOT_pain NOT_all NOT_the NOT_time! NOT_I NOT_am NOT_a NOT_happy NOT_person NOT_with NOT_or NOT_without NOT_drama... NOT_om..!,not NOT_letting NOT_anyone NOT_get NOT_me NOT_down NOT_tired NOT_of NOT_taking NOT_on NOT_other NOT_people`s NOT_pain NOT_all NOT_the NOT_time! NOT_I NOT_am NOT_a NOT_happy NOT_person NOT_with NOT_or NOT_without NOT_drama... NOT_om..!,1,0,neutral,negative
I chilled in my room with my baby book missed my bro leavin he really is cool had a stripper shirt on said I suppoort single moms! Funny,I chilled in my room with my baby book missed my bro leavin he really is cool had a stripper shirt on said I suppoort single moms! Funny,1,2,neutral,positive
"I still have plenty of food left here! Thanks for coming over, I can`t wait to see how the picture came out","I still have plenty of food left here! Thanks for coming over, I can`t wait to see how the picture came out",2,1,positive,neutral
"Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile..","Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile..",2,0,positive,negative
I think they are disgusting,I think they are disgusting,0,1,negative,neutral
on my way to school of my last friday of high school ever! and i don`t even get to see holly Gabbie and hannah,on my way to school of my last friday of high school ever! and i don`t even get to see holly Gabbie and hannah,0,1,negative,neutral
**..game start in 30 min!!,**..game start in 30 min!!,0,1,negative,neutral
we had bbq chicken pizza last night! (although it wasn`t deep dish glad to hear you had fun in p.r.!!,we had bbq chicken pizza last night! (although it wasn`t deep dish glad to hear you had fun in p.r.!!,1,2,neutral,positive
"Has just finished uploading my latest chap Finally! Now, off to watch the new HappySlip vid :3","Has just finished uploading my latest chap Finally! Now, off to watch the new HappySlip vid :3",2,1,positive,neutral
When doe it close? I didn`t think it`d been running that long? I still haven`t had chance to see it!,When doe it close? I didn`t think it`d been running that long? I still haven`t had chance to see it!,1,0,neutral,negative
heyy have you deleted your myspace account cause the link in the side bar wont work it say it been deleted wb ily **,heyy have you deleted your myspace account cause the link in the side bar wont work it say it been deleted wb ily **,1,0,neutral,negative
"Going to bed, no NOT_plans NOT_for NOT_tomorrow, NOT_just NOT_hanging NOT_around NOT_Good NOT_night NOT_people NOT_love","Going to bed, no NOT_plans NOT_for NOT_tomorrow, NOT_just NOT_hanging NOT_around NOT_Good NOT_night NOT_people NOT_love",2,1,positive,neutral
just cried all the way through the final episode of ER... and the `previously on ER` documentary about it!,just cried all the way through the final episode of ER... and the `previously on ER` documentary about it!,0,2,negative,positive
at work booo..,at work booo..,0,1,negative,neutral
"Have to leave to meet now. I`m looking forward to seeing him, but I`m so not NOT_done NOT_what NOT_I NOT_wanted NOT_to. NOT_Boo-urns. NOT_Wish NOT_I NOT_was NOT_@ NOT_work.","Have to leave to meet now. I`m looking forward to seeing him, but I`m so not NOT_done NOT_what NOT_I NOT_wanted NOT_to. NOT_Boo-urns. NOT_Wish NOT_I NOT_was NOT_@ NOT_work.",0,1,negative,neutral
i want so bad to go to the mcfly`s concert,i want so bad to go to the mcfly`s concert,2,0,positive,negative
still awake..doing my assignment and playing virtual farming,still awake..doing my assignment and playing virtual farming,1,0,neutral,negative
i have perused the HASHTAG_fieldnotes website and it is good. too bad i must return to work,i have perused the HASHTAG_fieldnotes website and it is good. too bad i must return to work,1,0,neutral,negative
"dude, i pestered army personnel at Mumbai airport to let me hold it so much that they had to *request* me to leave","dude, i pestered army personnel at Mumbai airport to let me hold it so much that they had to *request* me to leave",1,0,neutral,negative
this sux but took like 4 minutes. going to sleep finally URL,this sux but took like 4 minutes. going to sleep finally URL,0,1,negative,neutral
back from dinner w. my family. i`m not NOT_meeting NOT_christine NOT_anymore NOT_sunny NOT_weather NOT_tomorrow NOT_and NOT_a NOT_day NOT_out NOT_& NOT_about. NOT_i NOT_want NOT_red NOT_bull!,back from dinner w. my family. i`m not NOT_meeting NOT_christine NOT_anymore NOT_sunny NOT_weather NOT_tomorrow NOT_and NOT_a NOT_day NOT_out NOT_& NOT_about. NOT_i NOT_want NOT_red NOT_bull!,1,0,neutral,negative
we are looking forward to daddy returning from work on Saturday. He`s been gone a whole month,we are looking forward to daddy returning from work on Saturday. He`s been gone a whole month,2,1,positive,neutral
ooohhh. I understand. I never NOT_get NOT_sick NOT_of NOT_her NOT_so NOT_im NOT_on NOT_your NOT_moms NOT_side NOT_I NOT_guess NOT_your NOT_dad NOT_just NOT_likes NOT_what NOT_he NOT_likes..lol,ooohhh. I understand. I never NOT_get NOT_sick NOT_of NOT_her NOT_so NOT_im NOT_on NOT_your NOT_moms NOT_side NOT_I NOT_guess NOT_your NOT_dad NOT_just NOT_likes NOT_what NOT_he NOT_likes..lol,2,0,positive,negative
Playing with my puppy,Playing with my puppy,2,1,positive,neutral
", Whered you end up going? I stayed in & watched SNL, one of the funnier show theyve done this season.",", Whered you end up going? I stayed in & watched SNL, one of the funnier show theyve done this season.",2,1,positive,neutral
i wish it wa summer,i wish it wa summer,1,2,neutral,positive
the closest is a good two hour,the closest is a good two hour,1,2,neutral,positive
i realy wanted to go out cause it so nice but everybodys busy,i realy wanted to go out cause it so nice but everybodys busy,0,2,negative,positive
If I 'unfollowed' you - it NOT NOT_on NOT_purpose. NOT_Something NOT_fishy NOT_is NOT_going NOT_on NOT_with NOT_my NOT_Tweet NOT_Deck NOT_!! NOT_Let NOT_me NOT_know NOT_if NOT_I NOT_'unfollowed' NOT_you.,If I 'unfollowed' you - it NOT NOT_on NOT_purpose. NOT_Something NOT_fishy NOT_is NOT_going NOT_on NOT_with NOT_my NOT_Tweet NOT_Deck NOT_!! NOT_Let NOT_me NOT_know NOT_if NOT_I NOT_'unfollowed' NOT_you.,0,1,negative,neutral
mama the boy gon be sweating her hard in Pre K lol muah,mama the boy gon be sweating her hard in Pre K lol muah,1,0,neutral,negative
it`s a she and she`s way too stubborn right now. thanks for caring though,it`s a she and she`s way too stubborn right now. thanks for caring though,1,2,neutral,positive
p.s. i heart your face,p.s. i heart your face,2,1,positive,neutral
Dont worry man. You`ll see me just a much this week a you did last week.,Dont worry man. You`ll see me just a much this week a you did last week.,2,1,positive,neutral
"bahaha, BOF? you`ve gotta get a life... although i can`t say much with my obsession with miley cyrus.. I`VE gotta get a life","bahaha, BOF? you`ve gotta get a life... although i can`t say much with my obsession with miley cyrus.. I`VE gotta get a life",2,1,positive,neutral
just answered you- never NOT_learned NOT_how NOT_to NOT_write NOT_in NOT_French- NOT_just NOT_basic NOT_stuff-,just answered you- never NOT_learned NOT_how NOT_to NOT_write NOT_in NOT_French- NOT_just NOT_basic NOT_stuff-,0,1,negative,neutral
Sunday morning and i realised im a film snob a it said on MSN entertainment,Sunday morning and i realised im a film snob a it said on MSN entertainment,2,1,positive,neutral
Addicted to Glee... watching the video over and over again..I should be out,Addicted to Glee... watching the video over and over again..I should be out,0,1,negative,neutral
"when i decide to be on time for something, that devil is always there to counteract! Frustrating but not NOT_discouraging...","when i decide to be on time for something, that devil is always there to counteract! Frustrating but not NOT_discouraging...",1,0,neutral,negative
because you saved the frog. I thought I replied to that so it would make sense. so how doe twitter work? gehts abi gut?,because you saved the frog. I thought I replied to that so it would make sense. so how doe twitter work? gehts abi gut?,1,2,neutral,positive
Last day for senior bye bff,Last day for senior bye bff,0,1,negative,neutral
People eight year my junior can`t understand most of my reference,People eight year my junior can`t understand most of my reference,1,0,neutral,negative
should be coming out of hospital today,should be coming out of hospital today,1,0,neutral,negative
A URL *hugs* I wish I could help.,A URL *hugs* I wish I could help.,0,2,negative,positive
While im stuck INSIDE in Elk Grove Village working all day Someone should enjoy it!,While im stuck INSIDE in Elk Grove Village working all day Someone should enjoy it!,1,2,neutral,positive
"If anyone ha a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?","If anyone ha a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?",1,2,neutral,positive
"twit twit twitter! trying to 'legally' watch a movie online, it not NOT_happening","twit twit twitter! trying to 'legally' watch a movie online, it not NOT_happening",0,1,negative,neutral
So glad the day almost over... Another nite of me nd my pain pill alone at the crib lol. Ughh I wish this weekend wa over alreadi!,So glad the day almost over... Another nite of me nd my pain pill alone at the crib lol. Ughh I wish this weekend wa over alreadi!,0,1,negative,neutral
is going to help lancey cook,is going to help lancey cook,2,1,positive,neutral
"hahaha im broke, i need money sighh.","hahaha im broke, i need money sighh.",1,0,neutral,negative
"Is ahhh, ching chong wing wong ping pong ding dong!","Is ahhh, ching chong wing wong ping pong ding dong!",1,0,neutral,negative
"_0407 all over the place it wa boo, dual voice challenge wa too challenging","_0407 all over the place it wa boo, dual voice challenge wa too challenging",1,0,neutral,negative
it can only get better.,it can only get better.,2,1,positive,neutral
"i think i am a bit, in love with his creation and wit but not NOT_that NOT_physically NOT_attracted NOT_to NOT_him although he ha great style","i think i am a bit, in love with his creation and wit but not NOT_that NOT_physically NOT_attracted NOT_to NOT_him although he ha great style",1,2,neutral,positive
"I feel your pain man, people say it`s really good but I don`t have the money to waste on a PS3","I feel your pain man, people say it`s really good but I don`t have the money to waste on a PS3",1,0,neutral,negative
waiting to go to the movie later for my 6th month. booored.,waiting to go to the movie later for my 6th month. booored.,0,1,negative,neutral
i love it to.. but i knw there gna cut stuff out on tv,i love it to.. but i knw there gna cut stuff out on tv,1,2,neutral,positive
added 30 minute to morning sleep by cutting out useless Today Show. Feels nice,added 30 minute to morning sleep by cutting out useless Today Show. Feels nice,2,1,positive,neutral
"Ditto that, my friend...BORED! Oops, now I have an exciting problem","Ditto that, my friend...BORED! Oops, now I have an exciting problem",1,0,neutral,negative
wow.. purple leopard skin. fieeerrceee..,wow.. purple leopard skin. fieeerrceee..,1,2,neutral,positive
"Having a Leatherman, is a MUST, really for anybody! You never NOT_know, NOT_when NOT_you NOT_might NOT_need NOT_one NOT_& NOT_it NOT_gets NOT_the NOT_job NOT_done.","Having a Leatherman, is a MUST, really for anybody! You never NOT_know, NOT_when NOT_you NOT_might NOT_need NOT_one NOT_& NOT_it NOT_gets NOT_the NOT_job NOT_done.",2,1,positive,neutral
- I`m not NOT_letting NOT_Reach NOT_sink. NOT_Thats NOT_for NOT_sure. NOT_I`m NOT_still NOT_presenting NOT_and NOT_joint NOT_HON! NOT_Owens NOT_Mon NOT_8pm-10pm NOT_& NOT_I`m NOT_Sat NOT_2pm-4pm,- I`m not NOT_letting NOT_Reach NOT_sink. NOT_Thats NOT_for NOT_sure. NOT_I`m NOT_still NOT_presenting NOT_and NOT_joint NOT_HON! NOT_Owens NOT_Mon NOT_8pm-10pm NOT_& NOT_I`m NOT_Sat NOT_2pm-4pm,1,0,neutral,negative
Sorry for your loss. I know how you feel. She or he wa a lucky cat.,Sorry for your loss. I know how you feel. She or he wa a lucky cat.,2,0,positive,negative
Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,1,2,neutral,positive
"Coool. - Weekend wasnÃ¯Â¿Â½t that great, eeeh. Whattever. Friday wa better than I expected it to be, so I... URL","Coool. - Weekend wasnÃ¯Â¿Â½t that great, eeeh. Whattever. Friday wa better than I expected it to be, so I... URL",1,2,neutral,positive
Does anyone know how to scale a pic down I`m trying to change my pic but all my pic r 2 big n I keep cropping them...HELP,Does anyone know how to scale a pic down I`m trying to change my pic but all my pic r 2 big n I keep cropping them...HELP,0,1,negative,neutral
"Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus it close to the hood, u know my lazzzy **!","Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus it close to the hood, u know my lazzzy **!",0,1,negative,neutral
"haha yeah this is improving my nite big time!! i have to make a skype call soon tho, so will have to tear myself away..","haha yeah this is improving my nite big time!! i have to make a skype call soon tho, so will have to tear myself away..",2,1,positive,neutral
"Yeah, I`m not NOT_really NOT_feeling NOT_it NOT_either. NOT_Of NOT_course, NOT_I NOT_don`t NOT_like NOT_the NOT_movie NOT_line, NOT_I NOT_wish NOT_that NOT_we NOT_were NOT_getting NOT_more NOT_Animated.","Yeah, I`m not NOT_really NOT_feeling NOT_it NOT_either. NOT_Of NOT_course, NOT_I NOT_don`t NOT_like NOT_the NOT_movie NOT_line, NOT_I NOT_wish NOT_that NOT_we NOT_were NOT_getting NOT_more NOT_Animated.",0,1,negative,neutral
"Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never NOT_be NOT_ignored??","Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never NOT_be NOT_ignored??",1,0,neutral,negative
i didnt get the msg!! :`( but i bought princess,i didnt get the msg!! :`( but i bought princess,0,1,negative,neutral
awww well I am here...just in case...I am not NOT_like NOT_THE NOT_PERFECT NOT_FUNNY NOT_FRIEND but I`m here hehe,awww well I am here...just in case...I am not NOT_like NOT_THE NOT_PERFECT NOT_FUNNY NOT_FRIEND but I`m here hehe,1,2,neutral,positive
"ok, i am finally starting to hit a draw, but now my short game ha gone to **!","ok, i am finally starting to hit a draw, but now my short game ha gone to **!",0,1,negative,neutral
"you hate her, I love her. presentation got cancelled. I got up at 0600 and went in to work today for this pitch !","you hate her, I love her. presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",0,1,negative,neutral
Back from hospital. Doc say I`ll live,Back from hospital. Doc say I`ll live,2,1,positive,neutral
ha two ticket to Amadou and Miriam for Tue. June 2 that I can`t use $25 each to anyone who want `em. That`s face value. Should be good,ha two ticket to Amadou and Miriam for Tue. June 2 that I can`t use $25 each to anyone who want `em. That`s face value. Should be good,2,1,positive,neutral
becuz you braggin,becuz you braggin,2,1,positive,neutral
"I think he thought about it, but then I sneezed on him","I think he thought about it, but then I sneezed on him",0,1,negative,neutral
"don`t know what to do today. amazing weather and i`m sitting here, great.","don`t know what to do today. amazing weather and i`m sitting here, great.",1,2,neutral,positive
"quitting my beloved job... having a long luvly vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?","quitting my beloved job... having a long luvly vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?",2,1,positive,neutral
Happened to me the other day. Was wearing a necklace that made a white spot on my chest.,Happened to me the other day. Was wearing a necklace that made a white spot on my chest.,1,0,neutral,negative
167 SQL query to display one single deal page on OzBargain. Looks like I`ll have fun optimising it! Bad bad Drupal...,167 SQL query to display one single deal page on OzBargain. Looks like I`ll have fun optimising it! Bad bad Drupal...,2,1,positive,neutral
Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,0,1,negative,neutral
We`ve never NOT_heard NOT_anyone NOT_say NOT_they NOT_like NOT_doing NOT_ANYTHING NOT_on NOT_Monday NOT_mornings! NOT_You NOT_must NOT_have NOT_had NOT_an NOT_early NOT_cup NOT_of NOT_coffee NOT_or NOT_two,We`ve never NOT_heard NOT_anyone NOT_say NOT_they NOT_like NOT_doing NOT_ANYTHING NOT_on NOT_Monday NOT_mornings! NOT_You NOT_must NOT_have NOT_had NOT_an NOT_early NOT_cup NOT_of NOT_coffee NOT_or NOT_two,1,0,neutral,negative
Listening to Broken by Lifehouse (on repeat),Listening to Broken by Lifehouse (on repeat),1,0,neutral,negative
URL - Morning world. HASHTAG_healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,URL - Morning world. HASHTAG_healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,2,1,positive,neutral
Burning time at wacha,Burning time at wacha,0,1,negative,neutral
"that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.","that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",0,2,negative,positive
Chilling with Colton who just redesigned the Cocktail Hacker card back for me.,Chilling with Colton who just redesigned the Cocktail Hacker card back for me.,2,1,positive,neutral
Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,1,2,neutral,positive
Battery is going to die!,Battery is going to die!,1,0,neutral,negative
"URL - Im hard core, you just dont know it.","URL - Im hard core, you just dont know it.",1,0,neutral,negative
"praying you get better soon you sweet one , sorry your still not NOT_well","praying you get better soon you sweet one , sorry your still not NOT_well",2,1,positive,neutral
"thank you saw your comment on the chew aerobics, really tickled me","thank you saw your comment on the chew aerobics, really tickled me",1,2,neutral,positive
Just spent the evening at a gala for her high school drama company`s 20th anniversary. Lots of memory,Just spent the evening at a gala for her high school drama company`s 20th anniversary. Lots of memory,2,1,positive,neutral
awesome! All deserved I`m sure. Miss the Crabs game,awesome! All deserved I`m sure. Miss the Crabs game,2,1,positive,neutral
trying to NOT NOT_fall NOT_asleep NOT_while NOT_doing NOT_ancient NOT_assignment. NOT_Drinking NOT_some NOT_water NOT_with NOT_ice NOT_and NOT_lime! NOT_yum,trying to NOT NOT_fall NOT_asleep NOT_while NOT_doing NOT_ancient NOT_assignment. NOT_Drinking NOT_some NOT_water NOT_with NOT_ice NOT_and NOT_lime! NOT_yum,2,1,positive,neutral
"i wanna see `up` tonight, but no NOT_one NOT_will NOT_go NOT_with NOT_me. NOT_whhhyyy","i wanna see `up` tonight, but no NOT_one NOT_will NOT_go NOT_with NOT_me. NOT_whhhyyy",0,1,negative,neutral
I wish I could get twitter to upload my background of M,I wish I could get twitter to upload my background of M,1,0,neutral,negative
hi I`m ok still not NOT_feeling NOT_great,hi I`m ok still not NOT_feeling NOT_great,0,2,negative,positive
i want magic mountain tix but i dont get ur station out in paso boo sux for me,i want magic mountain tix but i dont get ur station out in paso boo sux for me,0,1,negative,neutral
it after 12 an man is texting me telling me that he want to come over.i say i`m tired..lol..da punk say he`ll bring me redbull and KFC,it after 12 an man is texting me telling me that he want to come over.i say i`m tired..lol..da punk say he`ll bring me redbull and KFC,1,0,neutral,negative
at the redi med. getting checked for strep throat.,at the redi med. getting checked for strep throat.,1,0,neutral,negative
I`m Christine and I`m a friggin` shopaholic. Check out my new coat Had to promise someone I wouldn`t spend for 2 week after buying this,I`m Christine and I`m a friggin` shopaholic. Check out my new coat Had to promise someone I wouldn`t spend for 2 week after buying this,2,1,positive,neutral
I totally want some white chocolate macadamia cooky from Mrs. Fields but the mall is soo far away. Bleh i think I`ll make my own,I totally want some white chocolate macadamia cooky from Mrs. Fields but the mall is soo far away. Bleh i think I`ll make my own,0,1,negative,neutral
- Gig wa awesome! Am exahausted and so dont want to revise Boo Hoo!,- Gig wa awesome! Am exahausted and so dont want to revise Boo Hoo!,1,2,neutral,positive
"{{{HUGS}}} Okay, just making sure!","{{{HUGS}}} Okay, just making sure!",2,1,positive,neutral
_cupcakes sometimes plugging it into 240 can fix problems..,_cupcakes sometimes plugging it into 240 can fix problems..,2,1,positive,neutral
mcfly gig last nightt omg it wa amazin didnt sit down through the whole thing mcfly did you see me and ma best mate we were in tutu,mcfly gig last nightt omg it wa amazin didnt sit down through the whole thing mcfly did you see me and ma best mate we were in tutu,2,0,positive,negative
Sorrry I`m ready to leave.,Sorrry I`m ready to leave.,0,1,negative,neutral
Being attacked with cola.. all sticky,Being attacked with cola.. all sticky,0,1,negative,neutral
morning T! I love their breakfast! If I wasn`t stuck at the shop right now getting maintenance done to the ride!,morning T! I love their breakfast! If I wasn`t stuck at the shop right now getting maintenance done to the ride!,1,2,neutral,positive
IronPython + Windows Mobile is a no-go. Compact Framework doesn`t support Reflection.Emit.,IronPython + Windows Mobile is a no-go. Compact Framework doesn`t support Reflection.Emit.,1,0,neutral,negative
feel accomplished!!! She got a lot done today! URL,feel accomplished!!! She got a lot done today! URL,2,1,positive,neutral
i am up - dont want to be though wish i had slept in more heather woke me up. i`ve got to work later but first i will read some twilight!,i am up - dont want to be though wish i had slept in more heather woke me up. i`ve got to work later but first i will read some twilight!,0,1,negative,neutral
I`m terrified about the surgery next week,I`m terrified about the surgery next week,0,1,negative,neutral
I dont know what to have for lunch today and it so darn cold today,I dont know what to have for lunch today and it so darn cold today,1,0,neutral,negative
wow their is no NOT_pancake NOT_mix,wow their is no NOT_pancake NOT_mix,1,2,neutral,positive
baby I`m in maryland I`m NOT NOT_gonna NOT_make NOT_it NOT_BUT NOT_I NOT_will NOT_see NOT_ur NOT_sexy NOT_** NOT_next NOT_sat NOT_in NOT_camden NOT_VIP..come NOT_early NOT_n NOT_hang!!,baby I`m in maryland I`m NOT NOT_gonna NOT_make NOT_it NOT_BUT NOT_I NOT_will NOT_see NOT_ur NOT_sexy NOT_** NOT_next NOT_sat NOT_in NOT_camden NOT_VIP..come NOT_early NOT_n NOT_hang!!,2,1,positive,neutral
Coffee didn`t turn out good tiday but excellent!,Coffee didn`t turn out good tiday but excellent!,1,2,neutral,positive
lol thats the highlight,lol thats the highlight,2,1,positive,neutral
"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally","i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",2,1,positive,neutral
night night twits! im so glad I will be waking up to a saturday off work!! printer ha broke though,night night twits! im so glad I will be waking up to a saturday off work!! printer ha broke though,1,2,neutral,positive
babysitting kid who won`t let me play wii with them,babysitting kid who won`t let me play wii with them,0,2,negative,positive
worse case scenario i`ll take tomorrow am off. are you still up or you just woke up?,worse case scenario i`ll take tomorrow am off. are you still up or you just woke up?,1,0,neutral,negative
hatee history of rock!,hatee history of rock!,0,1,negative,neutral
"i really want to marry leighton meester. **, can`t take my eye of her.","i really want to marry leighton meester. **, can`t take my eye of her.",0,1,negative,neutral
listening to music...feeling kind of down,listening to music...feeling kind of down,0,2,negative,positive
Wishing I could kidnap from work,Wishing I could kidnap from work,1,2,neutral,positive
"i`m defying gravity. and nobody in alll of oz, no NOT_wizard NOT_that NOT_there NOT_is NOT_or NOT_was, NOT_is NOT_ever NOT_gonna NOT_bring NOT_me NOT_down","i`m defying gravity. and nobody in alll of oz, no NOT_wizard NOT_that NOT_there NOT_is NOT_or NOT_was, NOT_is NOT_ever NOT_gonna NOT_bring NOT_me NOT_down",1,0,neutral,negative
Twitter won`t let me update online. My update box won`t work.,Twitter won`t let me update online. My update box won`t work.,0,1,negative,neutral
is chilling at home,is chilling at home,2,1,positive,neutral
Our Christian mobile directory is running! Just a month old Visit URL,Our Christian mobile directory is running! Just a month old Visit URL,1,0,neutral,negative
Going to bed Goodnight xox,Going to bed Goodnight xox,1,2,neutral,positive
It depends if you are having fun or not...,It depends if you are having fun or not...,1,2,neutral,positive
Kinda may have chickened out...,Kinda may have chickened out...,0,1,negative,neutral
_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),2,0,positive,negative
: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representative in TW,: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representative in TW,1,0,neutral,negative
"'arrest her' or, anything ending in -est that can be done to her.","'arrest her' or, anything ending in -est that can be done to her.",0,1,negative,neutral
"URL - hope you`re having load of fun! i love and miss you all, boys.","URL - hope you`re having load of fun! i love and miss you all, boys.",1,2,neutral,positive
ohhh yea it is from the same film and this one had been a fave for a longg time... any1 for humma humma?,ohhh yea it is from the same film and this one had been a fave for a longg time... any1 for humma humma?,2,1,positive,neutral
my bf had to go to her dad for the week end. i will have 2 full day of bordom.,my bf had to go to her dad for the week end. i will have 2 full day of bordom.,0,1,negative,neutral
is seventeen today and is trekking from chorleywood to see and in cambridge love,is seventeen today and is trekking from chorleywood to see and in cambridge love,1,2,neutral,positive
"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA. saving for a house. crazy!","And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA. saving for a house. crazy!",2,1,positive,neutral
I`m glad/sad that it`s not NOT_just NOT_me/my NOT_iPhone NOT_HASHTAG_badoptus,I`m glad/sad that it`s not NOT_just NOT_me/my NOT_iPhone NOT_HASHTAG_badoptus,1,0,neutral,negative
"JONAS is awesome! I just watched Groovy Movies Frankie,, wa weird lol","JONAS is awesome! I just watched Groovy Movies Frankie,, wa weird lol",1,2,neutral,positive
"So, I`m at the point now that it ha become apparent that having a degree mean jack **.","So, I`m at the point now that it ha become apparent that having a degree mean jack **.",0,1,negative,neutral
Has to be a Mac! Believe me - you won`t regret it,Has to be a Mac! Believe me - you won`t regret it,2,1,positive,neutral
"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.","Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.",2,1,positive,neutral
"Loved the shoutout on TweetHampton, congrats!! Hope you`re feeling better, i missed you last weekend","Loved the shoutout on TweetHampton, congrats!! Hope you`re feeling better, i missed you last weekend",1,2,neutral,positive
Very true. And well behaved woman rarely make history.,Very true. And well behaved woman rarely make history.,1,2,neutral,positive
i totally owe you a week of on-call duties. i appreciate not NOT_having NOT_those NOT_while NOT_jill NOT_is NOT_in NOT_town,i totally owe you a week of on-call duties. i appreciate not NOT_having NOT_those NOT_while NOT_jill NOT_is NOT_in NOT_town,2,1,positive,neutral
Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,0,1,negative,neutral
"Thanks hun! I`m wearing my new goldmine e/s and big false lashes, but it doesn`t show!","Thanks hun! I`m wearing my new goldmine e/s and big false lashes, but it doesn`t show!",1,2,neutral,positive
"Wondering why I`m awake at 7am,writing a new song,plotting my evil secret plot muahahaha...oh ** it,not secret anymore","Wondering why I`m awake at 7am,writing a new song,plotting my evil secret plot muahahaha...oh ** it,not secret anymore",1,0,neutral,negative
"Just got in a nasty argument with someone I normally like very much. She doesn`t forgive well, either","Just got in a nasty argument with someone I normally like very much. She doesn`t forgive well, either",1,0,neutral,negative
"I`m uploading some video to youtube, will give link once I get more loaded. Variety from my daily life, not NOT_amazing but fun to watch","I`m uploading some video to youtube, will give link once I get more loaded. Variety from my daily life, not NOT_amazing but fun to watch",1,2,neutral,positive
it`s friday night. i`m home. no NOT_party NOT_this NOT_weekend,it`s friday night. i`m home. no NOT_party NOT_this NOT_weekend,0,1,negative,neutral
don`t want to go!!!,don`t want to go!!!,0,1,negative,neutral
